公車名稱,站牌名稱
278區,開平餐飲學校
278區,捷運科技大樓站
278區,復興南路口
278區,羅斯福金門街口
278區,羅斯福浦城街口
278區,捷運台電大樓站
278區,台電大樓
278區,捷運公館站
278區,師大分部
278區,武功國小(羅斯福)
279,內湖焚化廠(葫蘆洲公園)
279,內湖焚化廠(安康)
279,安康路
279,蘆洲里
279,石潭公園
279,南港分局(向陽)
279,南港高中
279,捷運昆陽站
279,東興路
279,東興路一
279,南京公寓(捷運南京三民)
279,南京三民路口
279,南京寧安街口
279,南京敦化路口(小巨蛋)
279,捷運南京復興站
279,台電台北北區營業處
279,士林官邸(中山)
279,忠誠路口
279,天母國中
279,東山路
279,士東路353巷
280,捷運公館站
280,臺大
280,臺大綜合體育館
280,龍安國小(公務人力發展學院)
280,金華新生路口
280,信義新生路口
280,仁愛新生路口
280,捷運忠孝新生站
280,民族承德路口
280,庫倫街口
280,捷運芝山站(戲曲中心)
280,德行西路
280,中山北路口(德行)
280,石油新村
280,忠義新城
280,德行忠誠路口
280,德行東路
280直,捷運公館站
280直,臺大
280直,臺大綜合體育館
280直,龍安國小(公務人力發展學院)
280直,金華新生路口
280直,信義新生路口
280直,仁愛新生路口
280直,捷運忠孝新生站
280直,中山國小(新生)
280直,稻江護校
280直,民族東路口
280直,劍潭
280直,銘傳大學
280直,台電台北北區營業處
280直,士林官邸(中山)
280直,芝山國小
280直,忠孝新村
280直,職能發展學院二
281,市政府(市府)
281,捷運市政府站
281,市立工農
281,捷運永春站(忠孝)
281,捷運永春站(松山)
281,雙永國小
281,永吉松山路口
281,松山車站(松山)
281,土地公廟
281,東明里/臺北流行音樂中心
281,南港輪胎
281,台肥新村
281,南港行政中心
281,南港高工(南港路)
281,南港軟體園區南站
281,五分埤
281,康湖隧道口(白馬山莊)
281,南寮(忠三街口)
282,圓環(南京)
282,捷運中山站(志仁高中)
282,南京林森路口
282,南京吉林路口
282,捷運松江南京站
282,南京建國路口
282,南京龍江路口
282,捷運南京復興站
282,三張犁
282,光復南路口
282,三興國小(臨江街觀光夜市)
282,喬治商職
282,捷運木柵站
282,木柵高工
282,萬芳路口
282,萬壽橋頭(木柵)
282,文山行政中心
282,木柵市場
282,萬壽橋頭(新光)
282,貓纜動物園站
282,捷運動物園站
282,萬福橋
282,象頭埔
282,富德
284,景華公園
284,景美國中
284,財政園區
284,萬隆
284,捷運萬隆站
284,武功國小(羅斯福)
284,師大分部
284,捷運公館站
284,臥龍街
284,和平安和路口
284,喬治商職
284,三興國小(臨江街觀光夜市)
284,吳興街口
284,世貿中心(基隆路)
284,三總內湖站
284,將軍嶺
284,方濟中學
284,成功路三段
284,湖光市場
284,捷運內湖站
284,秀湖
284,明湖國小(公共電視台)
284,明湖國中
284,五分社區
284,東湖國小
284,北山里
284,經貿園區
284,木南煤礦
286,松山車站(松隆)
286,松山車站(松山)
286,永吉松山路口
286,雙永國小
286,永春公寓
286,土地銀行
286,信義松德路口
286,國稅局宿舍
286,南港花園社區一
286,南港花園社區五
286,南港花園社區四
286,南港花園社區三
286,成福宮
286,成福路口
286,福德國小
286副,新生公園(林安泰)
286副,臺北漁市
286副,第二果菜市場
286副,下埤里
286副,大直國小
286副,捷運大直站
286副,植福宮
286副,自強隧道(大直教會)
286副,民生國中
286副,新東里
286副,發電所(西松高中)
286副,南松山(塔悠)
286副,基隆路口一
286副,基隆路口二
286副,松山高中(松隆)
286副,土地銀行
286副,信義松德路口
286副,國稅局宿舍
286副,松山商職(福德)
286副,松友新村
286副,信義行政中心(奉天宮)
286副,福德國小
286副,永春高中
287區,昌吉重慶路口
287區,民族重慶路口
287區,蘭州國中
287區,捷運圓山站
287區,臺北市立美術館
287區,圓山大飯店
287區,中央電台
287區,忠烈祠
287區,自強隧道
287區,捷運劍南路站
287區,美麗華
287區,文湖國小
287區,治磐新村
287區,捷運西湖站
287區,恕德家商
287區,湖光市場
287區,捷運內湖站
287區,清白里
287區,康寧派出所
287區,美國在臺協會
287區,紫雲里
287區,衛勤訓練中心
287區,康樂街
287區,東湖國中
287區,五分埤
287區,康湖隧道口(白馬山莊)
287區,南寮(忠三街口)
288,松仁路
288,吳興國小(松仁)
288,信義國中(莊敬)
288,臺北醫學大學
288,景新里
288,世貿中心(莊敬)
288,信義光復路口
288,三張犁
288,捷運南京復興站
288,南京龍江路口
288,南京建國路口
288,捷運松江南京站
288,南京吉林路口
288,南京林森路口
288,捷運中山站(志仁高中)
288,大龍峒保安宮
288,庫倫街口
288,明倫高中
288,劍潭國小
288,圓山皇宮大廈
288,大南路口
288,士商路
290副,湯泉櫻花(中山路口)
290副,湯泉美地
290副,湯泉社區
290副,溪園路255巷口
290副,蘭莊
290副,十四張路口
290副,捷運十四張站
290副,溪園路101巷
290副,滬江中學
290副,捷運景美站
290副,財政園區
290副,萬隆
290副,捷運萬隆站
290副,武功國小(羅斯福)
290副,武功國小(興隆)
290副萬和,湯泉櫻花(中山路口)
290副萬和,湯泉美地
290副萬和,湯泉社區
290副萬和,溪園路255巷口
290副萬和,蘭莊
290副萬和,十四張路口
290副萬和,捷運十四張站
290副萬和,溪園路101巷
290副萬和,滬江中學
290副萬和,捷運景美站
290副萬和,財政園區
290副萬和,萬隆社區
290副萬和,古亭地政事務所
290副萬和,捷運萬隆站
290副萬和,萬和公園
292,黎忠市場
292,富陽街口
292,捷運六張犁站(和平)
292,喬治商職
292,三興國小(臨江街觀光夜市)
292,吳興街口
292,世貿中心(基隆路)
292,信義光復路口
292,市立體育場
292,捷運南京復興站
292,南京龍江路口
292,南京建國路口
292,天台廣場
292,大同路口
292,中山藝術公園
292,捷運菜寮站
292,菜寮(重新路)
292,菜寮(重陽路)
292,三重稅捐分處
292副,黎忠市場
292副,富陽街口
292副,捷運六張犁站(和平)
292副,主教公署
292副,法治公園
292副,通化街夜市
292副,通化街
292副,捷運信義安和站(信義)
292副,南京龍江路口
292副,南京建國路口
292副,中山藝術公園
292副,捷運菜寮站
292副,菜寮(重新路)
292副,菜寮(重陽路)
292副,三重稅捐分處
292副,三民街
292副,東海中學
294,信義敦化路口
294,大安國中
294,成功國宅
294,鳳雛公園
294,敦化和平路口
294,和平高中
294,自來水處(辛亥)
294,青峰活動中心
294,永建國小
294,中興公寓
294,再興中學
294,文山一分局
294,久康街口
294,華夏六村
294,木柵國小
295,青島林森路口
295,成功中學(林森)
295,開南中學
295,仁愛林森路口
295,捷運中正紀念堂站(羅斯福)
295,南昌家具街
295,捷運古亭站(和平)
295,師大
295,指南路口
295,萬福橋
295,象頭埔
295,富德
295副,青島林森路口
295副,成功中學(林森)
295副,開南中學
295副,仁愛林森路口
295副,捷運中正紀念堂站(羅斯福)
295副,南昌家具街
295副,捷運古亭站(和平)
295副,師大
295副,木新區民活動中心
295副,萬壽橋頭(秀明)
295副,萬壽橋頭(新光)
295副,貓纜動物園站
295副,捷運動物園站
295副,萬福橋
295副,象頭埔
295副,富德
297,開南中學
297,仁愛林森路口
297,羅斯福潮州街口
297,捷運古亭站(羅斯福)
297,羅斯福金門街口
297,羅斯福浦城街口
297,晉江師大路口
297,水源路口
297,永平高中
297,保生路口
297,佳和公園
297,南山高中(中山路)
297,廟美里
297,一江新村
297,捷運中和站(中山路)
298,行天宮
298,新生公園(林安泰)
298,第二果菜市場
298,榮星花園
298,建國錦州街口
298,臺北大學(臺北校區)
298,長春國小
298,中山女高
298,龍門國中(辛亥路口)
298,臺大計資中心
298,興隆山莊
298,馬明潭(再興中學)
298,文山一分局
298,木柵
298,文山行政中心
298,萬壽橋頭(木柵)
298,萬芳路口
299,永春高中
299,松山商職(松山)
299,永春公寓
299,捷運永春站(松山)
299,雙永國小
299,永吉松山路口
299,國民住宅
299,松隆路口
299,捷運忠孝復興站
299,正義郵局
299,臺北科技大學(忠孝)
299,忠孝國小
299,華山文創園區
299,捷運善導寺站
299,化成路口
299,幸福東路
299,幸福思源路口
299,幸福新城
299,幸福中華路口
299,正邦社區
299,中華路
299,海山里
299,盲人重建院
299,捷運輔大站(建國一路)
299,建國一路
299,建國後港路口
299,建國二路口
299,新樹民安路口(新泰醫院)
300,捷運西門站
300,中華路北站
300,捷運北門站
300,後車站
300,圓環(重慶)
300,民生重慶路口
300,涼州重慶路口
300,捷運大橋頭站
300,士林官邸(中正)
300,泰北中學
300,雙溪公園
302,祖師廟(貴陽)
302,昆明街
302,市立中醫醫院
302,漢口昆明街口
302,中華路北站
302,捷運北門站
302,南京西路口(塔城)
302,延平一站(南京)
302,啟聰學校
302,士林
302,立賢承德路口
302,立農國小
302,承德公館路口
302,大業路(農禪寺)
302,鳳甲美術館
302,大業路(大興街口)
302,捷運北投站(大興)
302,中央北路三段
302,行天宮北投分宮忠義站
302,桃源國中
302,中央北路
302,捷運忠義站
302,和信醫院
302,一德街口
302區,士林高商
302區,士林
302區,捷運芝山站一
302區,捷運芝山站(戲曲中心)
302區,中正高中
302區,文林國小
302區,鳳甲美術館
302區,大業路(大興街口)
302區,捷運北投站(大興)
302區,中央南路
302區,北投國小
302區,大業中央北路口
302區,文化國小
302區,捷運忠義站
302區,和信醫院
302區,一德街口
302區,關渡國小(臺北城市科技大學)
302區,關渡
302區,關渡里
302區,關渡國中(關渡醫院)
303,大坪尾
303,平菁街116巷口
303,我家花園
303,福德祠
303,鵝尾山步道口
303,平等國小
303,平等里
303,圳仔頭
303,下過溪
303,菁山里三
303,菁山里二
303,菁山里一
303,衛星電台
303,礦寮
303,礦寮一
303,新安
303,白雲山莊
303,明德新村
303,陽明山國小
303,福音
303,陽明教養院
303,永福(林語堂故居)
303,泰北中學
303,士林官邸(中正)
303,福林國小
303,捷運士林站(中正)
303,士林國中
303,士林區行政中心(基河)
303,公教住宅
303區,平等里
303區,圳仔頭
303區,合誠宮
303區,倫仔尾
303區,倫仔尾一
303區,陳厝
303區,平菁街28巷
303區,鄭厝
303區,礦寮一
303區,乾坑子
303區,山豬湖
303區,淨水廠
303區,山仔后
303區,文化大學
303區,陽明天主堂
303區,陽明山國小
303區,福音
303區,陽明教養院
303區,永福(林語堂故居)
303區,永嶺
303區,拔子埔
303區,嶺頭
303區,捷運士林站(中正)
303區,士林國中
303區,士林區行政中心(基河)
303區,公教住宅
303區,士林市場(銘傳會館)
303區,捷運劍潭站(北藝中心)
304承德,823紀念公園
304承德,永安市場
304承德,自強街口
304承德,樂華夜市
304承德,捷運頂溪站
304承德,中正橋頭
304承德,重慶南路三段(中正橋)
304承德,寧波重慶路口
304承德,建成公園
304承德,民生西路口
304承德,成淵高中
304承德,防癆協會
304承德,大同國小
304承德,民族承德路口
304承德,庫倫街口
304承德,士林官邸(中正)
304承德,泰北中學
304承德,雙溪公園
304承德,梅林新村
304承德,東吳大學(錢穆故居)
304承德,外雙溪(至善)
304承德,故宮博物院
304重慶,823紀念公園
304重慶,永安市場
304重慶,自強街口
304重慶,樂華夜市
304重慶,捷運頂溪站
304重慶,中正橋頭
304重慶,重慶南路三段(中正橋)
304重慶,寧波重慶路口
304重慶,延平一站(南京)
304重慶,圓環(鈕釦街)
304重慶,民生重慶路口
304重慶,涼州重慶路口
304重慶,捷運大橋頭站
304重慶,昌吉重慶路口
304重慶,民族重慶路口
304重慶,士林官邸(中正)
304重慶,泰北中學
304重慶,雙溪公園
304重慶,梅林新村
304重慶,東吳大學(錢穆故居)
306,舊莊
306,舊莊國小
306,舊莊一站
306,凌雲站
306,九如里二
306,凌雲五村
306,九如里一
306,胡適公園
306,南港高工(南港路)
306,南港行政中心
306,台肥新村
306,南港輪胎
306,東明里/臺北流行音樂中心
306,土地公廟
306,玉成國小
306,南松山(南京)
306,南京公寓(捷運南京三民)
306,南京三民路口
306,南京寧安街口
306,南京敦化路口(小巨蛋)
306,捷運南京復興站
306,南京龍江路口
306,龍門路口
306,德林寺(三和路)
306,厚德派出所
306,格致中學(三和路)
306,三和國中
306,捷運三和國中站
306,建和新村
306,中原公寓
306,空中大學(中正路)
306,王爺廟口
306,蘆洲總站
306區,涼州重慶路口
306區,民生重慶路口
306區,朝陽公園(鈕釦街)
306區,圓環(南京)
306區,捷運中山站(志仁高中)
306區,南京林森路口
306區,南京吉林路口
306區,捷運松江南京站
306區,南松山(南京)
306區,饒河街觀光夜市(塔悠)
306區,松山農會
306區,松山車站(八德)
306區,玉成里
306區,松山磚廠
306區,南港路三段
306區,南港高工(南港路)
306區,南港
306區,南港展覽館
306區,誠正國中
306區,南港水廠
306區,圓拱橋
306區,中研新村
307,莊敬里
307,新益里
307,民生國中
307,新東里
307,發電所(西松高中)
307,南松山(塔悠)
307,南松山(南京)
307,南京公寓(捷運南京三民)
307,南京吉林路口
307,南京林森路口
307,中山市場
307,行政院
307,臺北車站(忠孝)
307,中華路北站
307,捷運西門站
307,台貿一村
307,積穗
307,板橋監理站
307,環球購物中心
307,國泰街口
307,電信訓練所
307,民族區運路口
307,深丘里(板橋放送所)
307,港尾福德宮
307,港尾
307,板橋國中(435藝文特區)
307,名來新城(中正路)
307,臺北客運板橋前站(藝文)
307西藏三民,莊敬里
307西藏三民,新益里
307西藏三民,民生國中
307西藏三民,新東街口
307西藏三民,三民路
307西藏三民,三民健康路口(西松高中)
307西藏三民,西松國小
307西藏三民,南京三民路口
307西藏三民,南京林森路口
307西藏三民,中山市場
307西藏三民,行政院
307西藏三民,臺北車站(忠孝)
307西藏三民,中華路北站
307西藏三民,捷運西門站
307西藏三民,小南門
307西藏三民,台貿一村
307西藏三民,連城錦和路口(暫時裁撤)
307西藏三民,板橋監理站
307西藏三民,環球購物中心
307西藏三民,國泰街口
307西藏三民,電信訓練所
307西藏三民,民族區運路口
307西藏三民,深丘里(板橋放送所)
307西藏三民,新北市政府(新府路)
307西藏三民,港尾
307西藏三民,板橋國中(435藝文特區)
307西藏三民,名來新城(中正路)
307西藏三民,臺北客運板橋前站(藝文)
308,捷運劍潭站(北藝中心)
308,小北街
308,士林
308,捷運芝山站一
308,捷運芝山站(戲曲中心)
308,中正高中
308,文林國小
308,石牌
308,大業路(大興街口)
308,捷運北投站(大興)
308,中央南路
308,北投國小
308,大業中央北路口
308,文化國小
308,復興崗
308,和信醫院
308,一德街口
308,關渡國小(臺北城市科技大學)
308,馬偕醫院
308,丹霞灣
308,外竿蓁林
308,運動公園
308,捷運淡水站
308,永樂巷口(中山市場)
308,北淡水
308,黃昏市場
310,捷運芝山站一
310,士林
310,士林國小
310,小北街
310,捷運劍潭站(北藝中心)
310,劍潭
310,臺北市立美術館
310,大同大學
310,捷運西門站
310,小南門
310,龍山國中
310,板橋戶政事務所(黃石中繼市場)
310,社后
310,大庭新村
310,港尾福德宮
310,港尾
310,板橋國中(435藝文特區)
310區,行政院
310區,臺北車站(忠孝)
310區,中華路北站
310區,捷運西門站
310區,小南門
310區,龍山國中
310區,板橋戶政事務所(黃石中繼市場)
310區,社后
310區,大庭新村
310區,港尾福德宮
311,八德中坡路口
311,松山車站(八德)
311,松山農會
311,饒河街觀光夜市(八德)
311,基隆路口二
311,松山高中(基隆路)
311,市政府(市府)
311,國父紀念館
311,捷運公館站
311,中興新村
311,中興二村
311,智光商職
311,宜安吉立
311,宜安路
311,華泰新城(宜安路)
311,雙和里
311,連城錦和路口(暫時裁撤)
311,連城中正路口
311,連城路
311,中和高中
311區,福和橋(林森路)
311區,福和國中
311區,福和國中(永貞路)
311區,福和路
311區,福和里
311區,金銀大廈
311區,永和國小
311區,得和路口
311區,南山高中
311區,中和派出所
311區,中和廟口
311區,連城中和路口
311區,連城景平路(暫時裁撤)
311區,中和國稅局
311區,台貿一村
505,景美國小(景文)
505,文山二分局
505,財政園區
505,萬隆
505,捷運萬隆站
505,武功國小(羅斯福)
505,師大分部
505,捷運公館站
505,光華商場
505,長安松江路口
505,捷運松江南京站
505,長春松江路口
505,民生松江路口
505,合江街口
505,臺北大學(臺北校區)
505,民生國中
505,新益里
505,莊敬里
505,上塔悠
505,下塔悠
505,下塔悠一
505,飛航服務總臺
508,大同之家
508,惇敘工商(行義)
508,行義路四
508,行義路三
508,行義路二
508,行義路一
508,行義路
508,明山宮一
508,榮總
508,永明派出所
508,綜合市場(捷運石牌站)
508,捷運石牌站(西安)
508,自強街口(西安)
508,捷運明德站(西安)
508,明德國中
508,五華國小
508,鶴齡協會
508,五福里
508,自強五華街口
508,五華街
508,碧華國小
508,幸福市場
508,五股郵局
508,成州國小
508,五府千歲
508,西雲寺
508,成功里
508,洲仔
508,坑口
508,自強路口
508,老人公寓
508,助順將軍廟
508,登林路
508,貿商國宅
508,明德路口
508,德音國小
508,同興公園
508,泰山公有市場一
508區,惇敘工商(行義)
508區,行義路四
508區,行義路三
508區,行義路二
508區,行義路一
508區,行義路
508區,明山宮一
508區,明山宮
508區,永明派出所
508區,綜合市場(捷運石牌站)
508區,捷運石牌站(西安)
508區,自強街口(西安)
508區,捷運明德站(西安)
508區,明德國中
508區,中正高中
508區,五華國小
508區,鶴齡協會
508區,五福里
508區,自強五華街口
508區,五華街
508區,碧華國小
508區,碧華寺
508區,捷運徐匯中學站
508區,民和公寓
508區,溪墘
508區,蘆洲派出所
508區,蘆洲監理站
508區,和平路口
508區,蘆洲站
513,二二八和平公園
513,衡陽路
513,西門市場(成都)
513,西門國小
513,重新大橋
513,五谷王廟
513,捷運先嗇宮站
513,中興街口
513,盲人重建院
513,捷運輔大站
520,聚盛里
520,新興國中
520,民權中山路口
520,捷運民權西路站
520,民權大龍街口
520,三重派出所(重新路)
520,捷運台北橋站
520,天台廣場
520,吉祥大樓
520,五權五工二路口
520,五權五工三路口
520,世翔
520,工商展覽中心
520,勞工活動中心
520,五權三路
521,芝麻大廈
521,捷運南京復興站
521,興安華城
521,民生復興路口
521,民生敦化路口
521,公教住宅
521,介壽國中
521,聯合二村
521,內湖行政大樓
521,國防醫學中心
521,三總內湖站
521,將軍嶺
521,方濟中學
521,成功路三段
521,湖光市場
529,福港街
529,後港里
529,百齡國小
529,前港公園
529,百齡里
529,華齡街
529,通河街(承德)
529,劍潭國小
530,捷運公館站
530,師大分部
530,武功國小(興隆)
530,景明街口
530,憲光公寓
530,靜心高中
530,興隆市場
530,興德國小
530,馬明潭(再興中學)
530,文山一分局
530,木柵
530,木柵市場
530,永安街
530,指南路口
530,政大
530,政大御花園
530,猴山坑
530,指南宮
531,松山車站
531,玉成里
531,週美里
531,新明路
531,台北企業總部園區
531,新明成功路口
531,石潭公園
531,蘆洲里
531,衛勤訓練中心
531,紫雲里
536,惇敘工商(行義)
536,行義路四
536,行義路三
536,行義路二
536,行義路一
536,行義路
536,明山宮一
536,明山宮
536,永明派出所
536,綜合市場(捷運石牌站)
536,捷運石牌站(西安)
536,自強街口(西安)
536,捷運明德站(西安)
536,明德國中
536,中正高中
536,中窟
536,富安國小
536,建安新村
536,下溪沙尾
536,威靈廟
536,富洲里九段
536,浮線
536,台北海大
536區,榮總一
536區,榮總
536區,永明派出所
536區,綜合市場(捷運石牌站)
536區,捷運石牌站(西安)
536區,自強街口(西安)
536區,捷運明德站(西安)
536區,明德國中
536區,富洲里八段
536區,富安國小
536區,建安新村
536區,下溪沙尾
536區,威靈廟
536區,富洲里九段
536區,浮線
539,捷運雙連站
539,民生西路口
539,成淵高中
539,民權大龍街口
539,三重派出所(福德北路)
539,長生街口
539,三和長榮路口
539,三重國小
539,碧華寺
539,慈化公園
539,分子尾
542,龍江路口
542,五常國小
542,濱江商圈
542,臺北漁市
542,中山區公所
542,農安街吉林路口
542,農安街
542,稻江護校
550,福美站
550,洲美街口
550,洲美宮
550,北投焚化廠觀景台
550,洲美運動公園
550,北投垃圾焚化廠
550,立賢路口
550,石牌路
550,捷運北投站(大興)
550,中央南路
550,北投國小
550,大業中央北路口
550,文化國小
550,復興崗
550,製片廠
550,一德街口
550,關渡國小(臺北城市科技大學)
550,關渡
550,關渡里
550,關渡國中(關渡醫院)
550,敬老院
550,關渡宮
551,捷運昆陽站
551,南港高中
551,土地公廟
551,東明里/臺北流行音樂中心
551,南港輪胎
551,台肥新村
551,南港車站
551,南港行政中心
551,湖興
551,國防醫學中心
551,三總內湖站
551,將軍嶺
551,方濟中學
551,成功路三段
551,湖光市場
551,金龍寺
551,碧湖山莊
551,西湖園
551,麗山高中(港墘)
551,港墘
551,港墘派出所
551,瑞光路
551,新湖民善街口(一)
551,新湖舊宗路口
552,潭美國小(舊宗)
552,新湖一路口
552,新湖三路口(台北花市)
552,內湖運動公園
552,陽光抽水站
552,金泰公園
552,基湖站
552,基湖路口
552,達人高中(臺灣戲曲學院)
552,內湖派出所
552,內湖派出所一
552,湖光市場
552,捷運內湖站
552,金龍路口
552,貿商三村
553,金龍寺
553,金龍隧道口
553,碧山岩
553,貿商三村
553,金龍路口
553,清白里
553,康寧派出所
553,美國在臺協會
553,南港軟體園區北站
553,南港軟體園區南站
553,南港展覽館
553,國家文官學院
553,台北生技園區
553,南港車站
556,捷運劍潭站(中山)
556,劍潭
556,圓山大飯店
556,中央電台
556,忠烈祠
556,經國七海文化園區
556,空軍司令部
556,大直高中
556,文湖國小
556,治磐新村
556,內湖基湖路口
556,基湖路口
556,仁寶大樓
556,瑞光港墘路口
556,瑞光路
556,民生敦化路口
556,長春敦化路口
556,臺北小巨蛋
556,八德敦化路口
556,市民敦化路口
556,忠孝敦化路口
556,仁愛敦化路口
556,黎忠市場
556,捷運麟光站
556,麟光站
556,大我新舍
556,臥龍新村
556,名門社區
556,和平東路4段
556,富德
557,東吳大學(錢穆故居)
557,梅林新村
557,雙溪公園
557,泰北中學
557,士林官邸(中正)
557,福林國小
557,捷運士林站(中正)
557,士林國中
559,陽明交大實驗大樓
559,陽明交大行政大樓
559,陽明交大校門口
559,永明派出所
559,綜合市場(捷運石牌站)
568,捷運麟光站
568,黎忠市場
568,富陽街口
568,捷運六張犁站(和平)
568,和平安和路口
568,臥龍街
568,國立臺北教育大學
568,復興南路口
568,南福板溪(南昌公園)
568,和平西路一段
568,泉州街
568,龍口市場
568,植物園
568,和平中華路口
568,昆明街口
570,南天母廣場
570,南天母路二
570,南天母路一
570,南天母路52巷口
570,南天母路
570,登山口
570,大墓公
570,土城區公所
570,仁愛路口
570,青山路
570,宏國德霖科技大學
570,少年觀護所
570,山中湖
571,南天母廣場
571,南天母路二
571,南天母路一
571,南天母路52巷口
571,南天母路
571,登山口
571,承天路
571,土城國中
571,媽祖田
571,善息寺
572,南天母廣場
572,南天母路二
572,南天母路一
572,南天母路52巷口
572,南天母路
572,登山口
572,大墓公
572,土城區公所
572,清水立仁街口
572,清水國小
572,永豐路口
572,平和里
572,延和路
572,安和國小
572,金城路口
573,南天母廣場
573,南天母路二
573,南天母路一
573,南天母路52巷口
573,南天母路
573,登山口
573,承天路
573,土城
573,裕民路口(學府路)
573,新北高工(裕民)
573,裕民路
573,捷運海山站
573,中央路
573,信義國小
574,南天母廣場
574,南天母路二
574,南天母路一
574,南天母路52巷口
574,南天母路
574,登山口
574,承天路
574,土城二
574,中央路
574,信義國小
575,南天母廣場
575,南天母路二
575,南天母路一
575,南天母路52巷口
575,南天母路
575,登山口
575,承天路
577,萬坪公園
577,新北板橋公車站(新府路)
577,新北市政府(新府路)
577,民族區運路口
577,電信訓練所
577,國泰街口
577,莒光路口
577,莒光路
577,板橋後站
578,臺北車站(忠孝)
578,台1線高架(虛擬站不停靠)
578,泰山公有市場一
579,臺北車站(忠孝)
579,台1線高架(虛擬站不停靠)
579,輔大醫院(貴子路)
579,貴子路口
579,明志國小
580,馬偕醫院
580,捷運竹圍站
580,許厝
580,關渡大橋一
580,外獅頭
580,獅仔頭
580,成泰路口
580,成德公園
580,西雲寺
580,成功里
580,洲仔
580,坑口
580,成泰路三段
580,洲仔橋
580,五股服務社
580,登林路
580,貿商國宅
580,明德路口
580,德音國小
581,御史路
581,小公園口
581,巡守隊
581,坑口
581,成泰路三段
581,洲仔橋
581,五股服務社
581,五股區公所(五股公有市場)
581,成州國小
581,成州市場
581,忠義橋
581,天乙路
581,成德分部
581,新興公寓
581,灰瑤
581,和平路口
581,永安里
581,大同新村
581,和泰新村
581,鴨母港
581,中興路二段
581,敏雄商行
581,五福路
581,五福路圓環
581,五福路
581,道義橋
581,五福社區
581,陸光國宅
581,陸光國宅一
581,五龍里
581,五林路口
582,臺北車站(忠孝)
582,台1線高架(虛擬站不停靠)
582,立體停車場(五股公有市場)
582經洲子洋,臺北車站(忠孝)
582經洲子洋,台1線高架(虛擬站不停靠)
582經洲子洋,新五路芳洲路口
582經洲子洋,芳洲一路
582經洲子洋,新五路二段(新城)
582經洲子洋,洲仔
582經洲子洋,成功里
582經洲子洋,新城八路
582經工業區,臺北車站(忠孝)
582經工業區,捷運新北產業園區站
582經工業區,五工福慧路口
582經工業區,管理中心
582經工業區,標準廠房
582經工業區,政錩汽車
582經工業區,世翔
582經工業區,工商展覽中心
583,榮總一
583,關渡大橋一
583,外獅頭
583,獅仔頭
583,成泰路口
583,成德公園
583,新興公寓
583,成德分部
583,洲仔
583,新五路二段(新城)
583,芳洲一路
583,新五路芳洲路口
583,自強路口
583,老人公寓
583,助順將軍廟
583,五股國小
583,五股服務社
583,永豐商業銀行
583,社區活動中心
583,道義橋
583,五福路
583,五福路圓環
583,隆德橋
583,張厝
583,集會所
583,茶場
583,活動中心
583,五龍里
583,五林路口
585,板橋夜市(南雅南路)
585,光華商職
585,捷運亞東醫院站
585,合宜路
585,合宜路(一)
585,合宜一路
585,氣象站
585,三抱竹
585,僑中一街
585,歡仔園
586,汐止
586,黃昏市場
586,秀峰高中(忠孝東路)
586,汐止火車站(忠孝東路)
586,汐止後車站
586,茄苳路口
586,摩登家庭社區
586,橋東
586,保長路51巷口
587,瑞松街146號
587,興樺汽車
587,四川橋
587,烘內
587,月牙泉
587,烘下
587,堪農山莊
587,慈惠堂
587,土巷口
587,明園山莊
587,川口
587,孝友別墅
587,北港溪口
587,土地公廟
587,電力公司
589,南港行政中心
589,南港高工(南港路)
589,南港
589,捷運南港展覽館站(南港路)
589,橫科
589,明德三路口(北五堵)
589,基隆監理站
590,南港行政中心
590,南港高工(南港路)
590,南港軟體園區南站
590,南港軟體園區北站
590,捷運東湖站(南湖高中)
590,五分社區
590,東湖國小
590,北山里
590,日月光社區
590,日月光社區D區
590,日月光社區
590,建業樓
590,伯爵街12巷口
590,伯爵街14巷口(仁愛特區)
590,伯爵街14巷口(仁愛特區)
591,南港行政中心
591,南港高工(南港路)
591,南港軟體園區南站
591,南港軟體園區北站
591,捷運東湖站(南湖高中)
591,五分社區
591,東湖國小
591,北山里
592,捷運七張站
592,惠國市場
592,中正路
592,寶興路口
592,北新國小
592,寶橋中興路口
592,加油站
592,寶高產業園區一
595,捷運淡水站
595,永樂巷口(中山市場)
595,衛生所
595,北淡水
595,頂好
595,水碓子
595,米粉寮
595,摩天31
595,新春街新民街口
595,高爾夫山莊
595,台北灣社區
595,觀海社區
595,大庄福德廟
595,大庄
595,輕軌台北海洋大學站
595,埤島里
595,新市二路四段
595,輕軌淡金北新站
595,福德宮
595,台電宿舍
595,正德國中
595,美滿社區
595,頂好
595,北淡水
596,新北板橋公車站
596,捷運府中站
596,南門街
596,板橋夜市(南雅南路)
596,光華商職
596,捷運亞東醫院站
596,亞東科技大學(南雅南路)
596,南雅站
596,溪洲停車場
596,溪洲公園
596,北極宮
596,溪崑二街
596,崑崙里(大觀路)
596,板林溪北路口
596,樹林區公所
600,臺北車站(忠孝)
600,捷運善導寺站
600,華山文創園區
600,忠孝國小
600,臺北科技大學(忠孝)
600,正義郵局
600,懷生國中
600,頂好市場
600,捷運永春站(忠孝)
600,永春里(忠孝)
600,春光公園
600,捷運後山埤站(忠孝)
600,聯合醫院忠孝院區
600,國華新村
600,陸軍後勤指揮部
600,南港高工(南港路)
600,南港軟體園區南站
600,園區街
600,三重里
600,育成高中
600,南港高工(重陽)
