route_id,route_name,is_processed
0151001000,小10,False
0151001020,小10區,False
0151001100,小11,False
0151001200,小12,False
0151001400,小14,False
0151001500,小15,False
0151001520,小15區,False
0151001600,小16,False
0151001700,小17,False
0151001800,小18,False
0151001900,小19,False
0151002100,小21,False
0151002200,小22,False
0151002300,小23,False
0151002500,小25,False
0151002600,小26,False
0151002800,小28,False
0151003000,小30,False
0151003600,小36,False
0151003900,小39,False
0100090790,907通勤,False
0162000700,通勤7,False
0162000900,通勤9,False
0152003500,通勤11,False
0152003600,通勤12,False
0152003700,通勤13,False
0152003800,通勤16,False
0152004500,通勤18,False
0152004400,通勤21,False
0152004200,通勤22,False
0152004700,通勤24,False
0152004900,通勤25,False
0152005000,通勤26,False
0152005100,通勤27,False
0152005200,通勤28,False
0152005300,通勤29,False
0153000100,市民小巴1,False
0153000200,市民小巴2,False
0153000500,市民小巴5,False
0153000600,市民小巴6,False
0153000700,市民小巴7,False
0153000800,市民小巴8,False
0153000900,市民小巴9,False
0153001000,市民小巴10,False
0153001100,市民小巴11,False
0153001200,市民小巴12,False
0153001500,市民小巴15,False
0153001600,市民小巴16,False
0153001700,市民小巴17,False
0153001800,市民小巴18,False
0454010100,F101坪頂,False
0454010170,F101樹興,False
0454010200,F102,False
0454010300,F103,False
0454010500,F105,False
0454010590,F105反,False
0454010690,F106,False
0454010900,F109,False
0454012100,F121,False
0454012200,F122,False
0454012380,F123-0640、0700,False
0454012390,F123-1205,False
0454012370,F123-1550,False
0454012600,F126,False
0454012670,F126江厝,False
0454012690,F126經里中,False
0454013100,F131,False
0454013200,F132,False
0454013210,F132經青山,False
0454013300,F133平日,False
0454013360,F133假日,False
0454013380,F133末班,False
0454013500,F135,False
0454013600,F136,False
0454013700,F137,False
0454013800,F138內橫山,False
0454013870,F138新古庄,False
0454013970,F139行經101線,False
0454013900,F139行經台2線,False
0454015180,F151-0605,False
0454015100,F151-0620,False
0454115100,F151-0655、1030,False
0454015110,F151-0730,False
0454015190,F151-0800,False
0454015170,F151-0830、1655,False
0454015120,F151-0930,False
0454015130,F151-1000,False
0454015140,F151-1605,False
0454015150,F151-1625,False
0454215100,F151-1730,False
0454015160,F151-1800,False
0454015280,F152-0600,False
04540152A0,F152-0620、0745,False
0454015200,F152-0635,False
0454015210,F152-0700,False
0454015220,F152-0810,False
0454015290,F152-0845,False
0454015230,F152-0925,False
04540152C0,F152-0950,False
0454015240,F152-1545,False
04540152D0,F152-1630,False
0454015250,F152-1655,False
0454015260,F152-1720,False
04540152E0,F152-1740,False
04540152B0,F152-1800,False
0454015380,F153-0620,False
0454015330,F153-0730、0945,False
0454015340,F153-0820,False
0454015350,F153-1030,False
0454015360,F153-1605,False
0454015370,F153-1730,False
0454016100,F161,False
0454020100,F201,False
0454020200,F202,False
0454020500,F205,False
0454020600,F206,False
0454020700,F207,False
0454021100,F211,False
0454021200,F212,False
0454021210,F212副,False
0454021290,F212楓江,False
0454021300,F213,False
0454021370,F213黎明,False
0454021700,F217,False
0454021800,F218,False
0454023300,F233,False
0454023500,F235,False
0454023600,F236,False
0454023700,F237,False
0454023800,F238,False
0454023900,F239,False
0454025000,F250,False
0454030190,F301,False
0454030200,F302,False
0454030300,F303,False
0454031200,F312,False
0454031700,F317,False
0454031900,F319,False
0454032000,F320,False
0454051200,F512,False
0454051210,F512副,False
0454051300,F513,False
0454052100,F521,False
0454052200,F522,False
0454052300,F523,False
0454052500,F525,False
0454052600,F526,False
0454061100,F611,False
0454062300,F623,False
0454062500,F625,False
0454062680,F626-0815,False
0454062600,F626,False
0454062700,F627,False
0454062800,F628,False
0454062900,F629,False
0454063000,F630,False
0454065100,F651,False
0454065200,F652,False
0454065290,幸福巴士F652延伸線,False
0454065300,F653A,False
0454065370,F653B,False
0454065500,F655,False
